회사명,지원기간,공고명,직무내용,자격요건,우대조건,경력조건,기술 스택,출처 URL,복지
원메딕스인더스트리,"마감일
상시",안드로이드 개발자 모집,안드로이드 개발자,"• Android 앱 개발 경력 5년 이상이신 분
• Android 플랫폼과 개발 전반에 대해 높은 이해를 가지신 분
• 새로운 기능을 설계하고 구현하는 것을 즐기시는 분
• SDK 개발 또는 오픈소스 Contribution 경험이 있으신 분","• 테스트 코드 작성 경험이 있으신 분
• 자기 주도적으로 일 하는 걸 즐기고, 커뮤니케이션이 원활하신 분
• 사용자의 니즈를 파악해 개선 방안을 설계, 구현하는 것을 좋아하는 분","경력
경력 5~10년","Android OS
Android SDK",https://www.jumpit.co.kr/position/16512,"• 신사역 가로수길에 사무실, 신사역 도보 5분
• 시간 선택제 출근 (7~10시), 8시간/일 근무
• 현재 주 2회 재택근무 중
• 주차장 제공
• 장기근속시 리프레시 휴가 제공
• 업무에 필요한 노트북, 모니터, 키보드, 마우스, 프로그램 제공
• 스타벅스 5만원 기프트 카드 증정(생일엔 8만원)
• 협력 병원 진료비 직원할인
• 다양한 종류의 스낵 및 음료 제공
• 필요한 복지는 요청하면 즉시 반영이 목표"
모트렉스,"마감일
상시",Bluetooth/WiFi 개발,안드로이드 개발자,"• 학사 이상
• 전자/전산/정보통신 계열
• 경력 5년 ~ 10년
• Android/Linux 기반 개발 경험자
• C/C++, JAVA 고급","• Bluetooth/WiFi 동시 개발 경험
• Wired/Wireless CarPlay/Android Auto 인증 지원 
• Bluetooth/WiFi Combo Module 기반 개발 경험
• Bluetooth v4.2 이상 Stack/Profile 개발 경험
• Linux Device Driver 개발 경험
• 양산 경험","경력
경력 5~10년","C
C++
Android OS
Java
Linux",https://www.jumpit.co.kr/position/14921,"• 휴가 : 하계유급휴가, 단체연차
• 일/가정 : 유연근무제, 패밀리데이
• 포상 : 장기근속자 포상
• 건강 : 종합건강검진, 독감예방접종 지원
• 현물성 복지 : 복지포인트(80만원/年), 변동성과급
• 근무제도 : 주5일 근무, 자율복장제도, 기숙사지원(천안공장), 구내식당(천안공장)"
페이타랩,"마감일
상시",[패스오더] Android 개발자 (병역특례/산업기능요원/보충역/전직),안드로이드 개발자,"【병역특례자 (산업기능요원) 지원】

• 병역특례 지원 시 원활한 진행을 위해 병역 유형을 기재해주세요.
• 현역 신규/현역 전직/보충역 신규/보충역 전직 등
• 현재 패스오더는 현역 전직/보충역 신규/보충역 전직이 가능합니다.


【이런 분을 찾고 있어요!】

• Java 및 Android framework에 대해 높은 이해도를 갖고 계신 분
• 모바일 앱 UX에 대한 이해도 및 AOS 휴먼 인터페이스에 대한 이해도가 높은 분
• 사용자 경험을 개선하는데 필요한 퍼포먼스 개선 및 네트워킹 구현 경험이 있는 분
• Android App Architecture Guideline을 잘 이해하고 있으신 분
• Coroutines, Flow, ViewBinding 등 Android 최신 기술 동향 및 최신 라이브러리에 익숙하신 분","【이런 분이면 더 좋아요!】

• Kotlin, Java에 대한 지식이 풍부하고 관련 경험이 많으신 분
• 효율적인 협업을 위한 AOS 프로젝트의 기반 작업 경험이 있으신 분
• MVVM 디자인 패턴 적용에 대한 경험이 있는 분
• 동료와 다양한 학습 내용을 공유하고 서로 도움을 주고 받으며 함께 기술적으로 성장하고자 하는 마인드를 가진 분
• 요구사항 분석 및 다른 개발자와 협업을 위한 원활한 커뮤니케이션 능력을 가지신 분","경력
신입~5년","Java
Kotlin
Android Studio
Git
Slack
REST API
notion.so
Socket.IO
Android OS",https://www.jumpit.co.kr/position/6947,"【페이타랩의 근무 문화 및 환경】
　
• 구성원 모두가 서로 단단하게 연결되어, 모든 정보를 투명하게 공유하고, 각자의 업무에 몰입할 수 있는 환경
• 최소한의 절차로 일에만 집중할 수 있으며, 의사결정과 각자의 책임이 명확한 효율적인 환경
• 누구나 원하는 만큼 성장하며 커리어를 쌓을 수 있도록 회사가 적극적으로 지지하고 지원해주는 환경
• 뛰어난 실력과 따뜻한 마음을 가진 멋진 동료들과 함께 할 수 있는 환경


【저희는 이렇게 일해요!】

1. 완벽한 결과물은 없다고 생각해요. 빠르게 실행해보고 아니면 개선해나가요.
2. 그냥 하는 일은 없어요. 스스로 업무를 할 때 '왜?'를 항상 생각해요.
3. 하나의 팀으로 서로 단단하게 연결되어 있기 위해 사내의 모든 정보는 투명하게 공유하고 있어요.
4. 직책 및 연차에 상관없이 모든 구성원이 자유롭게 소통하고 대담하게 피드백을 주고받아요.
5. 수평적인 문화를 지향하고 있어요. 직급 대신 모두에게 '님'이라는 호칭을 사용해요.
6. 업무는 수직적으로 해요. 책임을 지는 의사결정권자와 실무자의 구분을 명확히 해요.
7. 가족이 아닌 스포츠팀처럼 각자의 포지션에서 최고가 되기 위해 끊임없이 배우고 노력해요.
8. 일은 힘들 수 있지만, 사람 때문에 힘든 일은 없어요. 구성원들은 서로를 진심으로 아끼고 배려해요.
9. 저녁 회식이 없어요. 다음 날 최상의 컨디션으로 일할 수 있도록 회사가 방해하지 않아요.


【이런 것들을 지원해 드려요!】

■ 효율적으로 생각하고, 움직일 수 있도록
• 2호선 삼성역 5분 거리, 커뮤니티 매니저가 상시 관리하는 최신 시설의 단독 오피스(서울)
• 1호선 서면역 5분 거리, Creative가 넘치는 상상마당에 위치한 오피스(부산)
• 개인별 법인카드 지급(식대, 출장 등에 사용)
• 점심 식사 지원(점심, 저녁식사 비용 1만 1천원)
• 야근 시 저녁 식대, 야근교통비 지원
• 자유로운 복장
• 저녁 회식 없는 문화
• 사유를 묻지 않는 연차 사용

■ 업무에 몰입하고, 원하는 만큼 성장할 수 있도록
• 교육, 세미나, 컨퍼런스 참여 비용 무제한, 전액 지원(참가비 전액, 출장비, 식비 모두 지원)
• 온라인 콘텐츠 구독 지원
• 도서 무제한 구입 지원
• 최고 스펙의 개인별 맞춤 디바이스 제공(iMac, Macbook Pro, 데스크탑, 노트북 등)
• 27"" 듀얼모니터 제공
• Logitech 무선 키보드, 마우스 제공
• 원하시는 분은 버티컬 마우스 추가 제공
• 쾌적한 업무환경 제공(스타일러, IQ Air, 가습기)

■ 함께하는 구성원이 행복할 수 있도록
• 생일 축하 백화점 상품권 지급
• 명절 백화점 상품권 지급
• 건강검진 지원 (연 1회 종합건강검진)
• 패스오더 포인트 매월 지급 (50,000P)
• 모든 오피스 내 스낵바 운영
• 에스프레소 머신, Tea, 간식 무제한 제공
• 구성원끼리 공유하는 맛집 리스트 운영
• 구성원 경조사 발생 시 근조화환 및 경조 휴가, 경조금 지원
• 결혼 시 결혼축하금 100만원 지급"
페이타랩,"마감일
상시",[패스오더] 안드로이드 개발자,안드로이드 개발자,"【이런 분을 찾고 있어요!】

• Java 및 Android framework에 대해 높은 이해도를 갖고 계신 분
• 모바일 앱 UX에 대한 이해도 및 AOS 휴먼 인터페이스에 대한 이해도가 높은 분
• 사용자 경험을 개선하는데 필요한 퍼포먼스 개선 및 네트워킹 구현 경험이 있는 분
• Android App Architecture Guideline을 잘 이해하고 있으신 분
• Coroutines, Flow, ViewBinding 등 Android 최신 기술 동향 및 최신 라이브러리에 익숙하신 분","【이런 분이면 더 좋아요!】

• Kotlin, Java에 대한 지식이 풍부하고 관련 경험이 많으신 분
• 효율적인 협업을 위한 AOS 프로젝트의 기반 작업 경험이 있으신 분
• MVVM 디자인 패턴 적용에 대한 경험이 있는 분
• 동료와 다양한 학습 내용을 공유하고 서로 도움을 주고 받으며 함께 기술적으로 성장하고자 하는 마인드를 가진 분
• 요구사항 분석 및 다른 개발자와 협업을 위한 원활한 커뮤니케이션 능력을 가지신 분","경력
경력 3~10년","Java
Kotlin
Android Studio
Git
Slack
REST API
notion.so
Socket.IO",https://www.jumpit.co.kr/position/6227,"【페이타랩의 근무 문화 및 환경】
　
• 구성원 모두가 서로 단단하게 연결되어, 모든 정보를 투명하게 공유하고, 각자의 업무에 몰입할 수 있는 환경
• 최소한의 절차로 일에만 집중할 수 있으며, 의사결정과 각자의 책임이 명확한 효율적인 환경
• 누구나 원하는 만큼 성장하며 커리어를 쌓을 수 있도록 회사가 적극적으로 지지하고 지원해주는 환경
• 뛰어난 실력과 따뜻한 마음을 가진 멋진 동료들과 함께 할 수 있는 환경


【저희는 이렇게 일해요!】

1. 완벽한 결과물은 없다고 생각해요. 빠르게 실행해보고 아니면 개선해나가요.
2. 그냥 하는 일은 없어요. 스스로 업무를 할 때 '왜?'를 항상 생각해요.
3. 하나의 팀으로 서로 단단하게 연결되어 있기 위해 사내의 모든 정보는 투명하게 공유하고 있어요.
4. 직책 및 연차에 상관없이 모든 구성원이 자유롭게 소통하고 대담하게 피드백을 주고받아요.
5. 수평적인 문화를 지향하고 있어요. 직급 대신 모두에게 '님'이라는 호칭을 사용해요.
6. 업무는 수직적으로 해요. 책임을 지는 의사결정권자와 실무자의 구분을 명확히 해요.
7. 가족이 아닌 스포츠팀처럼 각자의 포지션에서 최고가 되기 위해 끊임없이 배우고 노력해요.
8. 일은 힘들 수 있지만, 사람 때문에 힘든 일은 없어요. 구성원들은 서로를 진심으로 아끼고 배려해요.
9. 저녁 회식이 없어요. 다음 날 최상의 컨디션으로 일할 수 있도록 회사가 방해하지 않아요.


【이런 것들을 지원해 드려요!】

■ 효율적으로 생각하고, 움직일 수 있도록
• 2호선 삼성역 5분 거리, 커뮤니티 매니저가 상시 관리하는 최신 시설의 단독 오피스(서울)
• 1호선 서면역 5분 거리, Creative가 넘치는 상상마당에 위치한 오피스(부산)
• 개인별 법인카드 지급(식대, 출장 등에 사용)
• 점심 식사 지원(점심, 저녁식사 비용 1만 1천원)
• 야근 시 저녁 식대, 야근교통비 지원
• 자유로운 복장
• 저녁 회식 없는 문화
• 사유를 묻지 않는 연차 사용

■ 업무에 몰입하고, 원하는 만큼 성장할 수 있도록
• 교육, 세미나, 컨퍼런스 참여 비용 무제한, 전액 지원(참가비 전액, 출장비, 식비 모두 지원)
• 온라인 콘텐츠 구독 지원
• 도서 무제한 구입 지원
• 최고 스펙의 개인별 맞춤 디바이스 제공(iMac, Macbook Pro, 데스크탑, 노트북 등)
• 27"" 듀얼모니터 제공
• Logitech 무선 키보드, 마우스 제공
• 원하시는 분은 버티컬 마우스 추가 제공
• 쾌적한 업무환경 제공(스타일러, IQ Air, 가습기)

■ 함께하는 구성원이 행복할 수 있도록
• 생일 축하 백화점 상품권 지급
• 명절 백화점 상품권 지급
• 건강검진 지원 (연 1회 종합건강검진)
• 패스오더 포인트 매월 지급 (50,000P)
• 모든 오피스 내 스낵바 운영
• 에스프레소 머신, Tea, 간식 무제한 제공
• 구성원끼리 공유하는 맛집 리스트 운영
• 구성원 경조사 발생 시 근조화환 및 경조 휴가, 경조금 지원
• 결혼 시 결혼축하금 100만원 지급"
피어테크,"마감일
2023-07-31",안드로이드 앱 개발자,안드로이드 개발자,"• Android 플랫폼 지식
• Kotlin 개발 경험 및 Java에 대한 깊은 지식
• OOP에 대한 확실한 이해
• Custom UI 및 Animation 개발 경험
• 테스트/배포 자동화 개선 경험","• React Native 앱 개발에 대한 이해가 있으신 분
• 앱 런칭 및 운영 경험 (개발부터 최적화까지 제품 생애주기 전반의 경험) 
• 주식 및 가장자산에 대한 도메인 지식 혹은 높은 관심
• 신기술에 대한 호기심을 가지고 새로운 것에 도전하는 것을 좋아하는 분
• 다양한 오픈소스(Retrofit, Koin, Fastadapter 등) 사용 경험
• 유관 경력 4년 이상","경력
경력 3~8년","Java
Kotlin
Spring MVC
Android OS
React Native",https://www.jumpit.co.kr/position/7222,"피어테크는 구성원들이 뛰어난 동료들과 함께 최고의 퍼포먼스를 낼 수 있도록 다양한 복리후생 프로그램을 제공하며, 더 좋은 근무환경을 만들기 위해 지속적으로 연구하고 있습니다.

[업계 최고 복지혜택]
• 든든하게 점심식대 지원
• 본인과 가족의 건강검진 지원
• 개인 법인카드로 편리하게, 석식 지원
• 외근, 야근 교통비 지원
• 듀얼 모니터, MAC 및 필요 최신장비 제공

[커리어 개발 지원]
• 최신식 금융 시스템 및 혁신 트렌드 선도
 (클라우드 기반 ISMS, 블록체인, 디지털 자산, CBDC, 결제, 금융상품 등)
• 꾸준한 지식습득 장려 도서비 지원
• 업무 역량강화 교육비 지원

[업무 효율 최우선]
• 최신식 클라우드 업무 환경 
 (AWS, G-suite, Slack, Atlassian, 1Password 등)
• 지하철 2호선, 9호선 근접한 편리한 교통

[추가 포상제도]
• 평가를 통한 인센티브 제공
• 기여도에 따른 스톡옵션 기회 부여
 
[휴게공간]
• 아침마다 채워지는 식사대용 간편식과 과일
• 내가 원하는 간식 언제든지 스낵바 이용

[경조사 지원]
• 본인과 가족의 출산과 육아지원 출산휴가/육아휴직
• 기쁨과 슬픔도 함께하며 경조사비 및 경조휴가
• 직원들의 생일도 함께 사내 생일파티"
엑심베이,"마감일
상시",안드로이드 개발자 경력 채용,안드로이드 개발자,"• 안드로이드 앱 런칭 및 운영 경험을 보유하신 분
• Java, Kotlin 프로그래밍 개발 경험하신 분
• RESTful API 사용해 보신 분","• 결제 프로그램 및 TCP Socket 통신에 대한 이해가 있으신 분
• MVP, MVVM 아키텍쳐에 대한 개발 경험이 있으신 분
• 안드로이드의 UI/UX 가이드라인에 대한 이해도가 높은 분
• 목표 지향적인 사고와 실행 능력이 뛰어난 분
• 서비스 품질과 안정성에 높은 책임감을 가지고 주도적이고 지속적으로 개선하는 분
• 다양한 오픈소스(Retrofit, Koin, Fastadapter) 사용에 익숙한 분","경력
경력 2~5년","Java
Kotlin
TCP/IP
REST API
Android OS",https://www.jumpit.co.kr/position/17342,"즐겁게 일할 수 있는 최선의 환경을 만들어 갑니다. 

1. 균형 있는 삶과 휴식을 중요하게 생각합니다. 
• 자유로운 휴가 사용
• EXciting Day (엑사이팅 데이) 운영, 매월 마지막주 금요일 2시간 단축 근무
• 근속 3년마다 리프레시 휴가 3일 제공
• 야근 지양 문화
• 시차출근제도 시행 (출근 시간 선택 가능)

 2. 배려하는 문화를 정립합니다. 
• 자유 복장 
• 사내 영어 호칭 사용
• 커피 무제한 제공
• 매일 조식 제공
• 임직원 생일 혜택, 예산 안에서 원하는 생일 선물 지급
• 중소기업 소득세 감면 제도 시행

3. 업무와 성장에 집중하도록 지원합니다. 
• 성장을 위한 업무 비용 (도서, 워크샵, 세미나 참석 등) 지원
• 최신형 장비 지원

4. 엑심베이 피플의 가족도 소중합니다. 
• 종합건강검진 프로그램 지원
• 자녀학자금 지원
• 육아수당 지원"
다누시스,"마감일
상시",모바일 하이브리드 개발자,안드로이드 개발자,"• React Native 
• JavaScript","• React Native 경험자
• 안드로이드, IOS 개발 경험자","경력
경력 3~7년","JavaScript
React Native
iOS
Android OS",https://www.jumpit.co.kr/position/16979,"• 자기계발비 지원 (교육비, 도서구입비, 자격증시험비, 자격증취득 포상금)
• 육아휴직, 카페테리아 운영, 본인학자금 지원, 대출지원, 동호회 활동비 지원
• 각종 경조사비 (결혼, 결혼기념일, 출산, 조의)
• 근로자 휴가지원사업 시행, 청년내일채움공제 시행
• 명절선물, 우수사원포상, 최우수사원 포상, 아이디어 제안 포상
• 삼성생명 산업재해 보상보험 사업(전직원)"
솔티드,"마감일
상시",안드로이드 개발자 채용,안드로이드 개발자,• 안드로이드 개발 및 스토어 앱 런칭 경력,• BLE 기능 구현 경험,"경력
경력 1~5년","Kotlin
Java
Git
Figma
Android OS",https://www.jumpit.co.kr/position/13407,"• 점심 지원
• 스낵바 운영
• 명절 선물지급"
한류뱅크,"마감일
상시",안드로이드 개발자,안드로이드 개발자,"• 3년이상
• Java, Kotlin 가능자
• 각종 오픈소스 사용 경험","• Git 형상관리 사용 경험
• 구글플레이 출시 및 운영 경험자
• 디자인패턴(MVVM) 경험자 
• compose 가능자","경력
경력 3~15년","Kotlin
Java
Android OS
Android SDK
Android Studio
Git",https://www.jumpit.co.kr/position/10202,"• 중식
• 여름휴가
• 최신장비
• 경조사비
• 교육비
• 도서비
• 야근X
• 주차지원"
오피지지,"마감일
상시",Android Engineer(Stats Mobile Cell),안드로이드 개발자,"[필수 경험 및 역량]
• 안드로이드 앱 개발 지식이 있는 분
• 원격 근무 기반의 업무 환경 적응에 문제가 없는 분
• Kotlin을 사용하여 Android 모바일 앱을 개발한 경험이 있는 분

[필수 기술]
• Kotlin
• Coroutine","• 토이 프로젝트 개발에 관심이 있고 좋아하는 분
• 서비스를 완성하는 것에 즐거움을 느끼시는 분
• 문제를 찾아내고 해결하는 것을 즐기며, 스스로 배우고 발전하고자 하는 성향을 지니신 분
• 개발자 측면뿐만 아니라 유저 입장에서의 경험 개선을 지향하는 성향을 지니신 분
• 업무 생산성과 퍼포먼스 개선을 위한 새로운 기술에 관심이 있는 분
• 읽기 좋은 코드와 코드 리뷰에 대한 관심이 있는 분","경력
경력 5~10년","Kotlin
Android OS",https://www.jumpit.co.kr/position/3001,"오피지지는 구성원들이 업무에 몰입하여 최고의 성취와 성장을 할 수 있게 끔 자율적인 업무 문화와 환경을 제공하고 다양한 업무지원제도를 운영하고 있습니다.

[완전한 자율 근무 제도]
• 별도의 정해진 출.퇴근 시간 없이 스스로 가장 효율적인 업무 시간을 선택할 수 있는 '자율 출퇴근 근무 제도'
• 사무실, 재택, 카페 및 분산오피스(정동, 서울대입구, 잠실 등)등 가장 효율적인 업무 장소를 선택할 수 있는 '자율 재택 근무 제도'
• 제주도 한 달 살이 및 나아가 해외에서도 근무가 가능한 '디지털노마드 환경 구축'
• 완벽한 리모트 환경 구축 및 이를 위한 최고 사양의 IT기기(16인치 램 32GB 맥북프로 등)와 에어팟이 포함된 웰컴키트 지원
• 사용 일수에 제한 없는 '무제한 자율 휴가 제도'

[무제한 업무 지원 제도]
• 직무 교육 및 세미나 등 무제한 교육비 지원
• 직무 관련 도서 구입비 무제한 지원
• 업무 관련 소프트웨어/IT기기 무제한 지원
• 3년 근속시 리프레시 휴가 및 휴가비 지원
• 매 월 50만원 영유아 수당 지원
• 매년 건강검진 및 독감예방 접종 비용 지원
• 헬스장 및 PT 지원
• 명절 및 경조사, 생일 지원
• 단체 상해보험 가입

[유연하고 솔직한 조직문화]
• 매주 자유롭게 토론하고 정보를 공유하는 타운홀미팅 '옵지데이'
• 건전한 토론을 즐기고 가면 쓰지 않는 솔직한 커뮤니케이션 문화
• 불필요한 격식을 없애고 별도의 직급/직위 체계 없는 '성명 + 님' 문화
• 반려동물 동반 출근 가능
• 별도의 승인 없는 자유로운 휴가 사용
• 사내경매, 온라인회식, 할로윈 파티 등 다양한 사내 이벤트

[다양한 게임 관련 제도]
• 사내 게임리그 및 내전과 이를 위한 사내 PC방 시설 구비
• 근무시간 중 자유로운 게임 플레이 가능
• 게임 타이틀 구매비 무제한 지원
• 사내 오락기 구비"
이지식스(엠블),"마감일
2023-08-03",[TADA] Android Lead Engineer,안드로이드 개발자,"• 경력 만 5년 이상 혹은 유관업무에 깊은 이해와 실력을 가진 분
• 안드로이드 개발 팀원 2명 이상과 협업, 관리하여 안드로이드 앱 개발을 주도적으로 맡아본 경험이 있으신 분
• Gradle에 대한 이해, 필요에 따라 gradle script 활용이 가능하신 분
• MVVM 아키텍쳐에 대한 높은 이해 및 활용 경험이 있으신 분
• 실제 상용화된 모바일 앱 서비스를 1년 이상 유지보수 해 본 경험이 있으신 분
• 원활한 커뮤니케이션 및 협업 능력을 갖추신 분","• 글로벌 서비스 개발/운영 경험이 있으신 분
• 모빌리티 분야 서비스 개발 경험이 있으신 분
• 위치기반 서비스 개발 경험이 있으신 분
• 영어로 일정 수준 이상의 커뮤니케이션이 가능하신 분","경력
경력 5~10년","Kotlin
Android OS
RxJava
Gradle",https://www.jumpit.co.kr/position/17108,"[엠블(MVL)의 유연한 인사제도]

1. 유연 근무제도 운영
MVLer는 최고의 퍼포먼스를 낼 수 있게 전 직원 자율 출퇴근제를 실시하여 자유롭게 업무 스케줄 조정이 가능합니다.

2. 다양한 성과/인센티브 스킴 운영
열정과 노력의 보상을 위해 업계 최고 수준의 다양한 보너스 스킴을 운영 합니다.

3. 영어호칭을 사용하며, 수평적인 문화
나이/직책에 관계없이 영어닉네임으로 호칭하며 의견을 자유롭게 제시해요.

4. 신규입사자 Buddy 프로그램 진행
한달간 신규입사자와 가장 친한 친구 1명이 선정되어 소소한 질문을 주고 받거나 CARE 받을 수 있도록 가이드 해드리며, 활동비를 지원 합니다.

5. 무제한 휴가 제공
법정 연차 외 무제한으로 휴가(연차)를 제공 합니다!

6. 연말은 소중한 가족과 함께
12월 마지막 주 전사 셧다운 휴식으로 연말은 가족과 함께합니다 :)


[엠블(MVL)의 다양한 혜택]

1. 지인 추천 인센티브 제공
우리 회사가 채용하고 있는 포지션에 적합하다고 생각된다면 언제든 추천해주세요!
• 경력 3년~5년 : 100만원
• 경력 5년~10년 : 300만원
• 경력 10년 이상 : 500만원

2. 보상휴가+휴가비 제공
MVLer의 노력과 열정에 감사드리며, 휴가와 비용을 제공합니다.
• 3년 근무 : 휴가 3일 + 100만원
• 5년 근무 : 휴가 5일 + 300만원
• 10년 근무 : 휴가 10일 + 500만원 + 감사패

3. 다양한 활동을 위한 프로모션 제공
회사와 제휴되어 있는 각종 헬스, 사우나, 수영, 골프, 영화, 레스토랑 커피전문점 이용을 원활하게 할 수 있는 혜택을 제공 합니다.

4. 반려동물과 함께!
소중한 반려동물이 외롭지 않도록 함께 출근할 수 있는 공간이 마련되어 있습니다.

5. 무제한으로 무료 스넥바 제공
MVLer들의 당 충전을 위해 샐러드, 라면, 컵밥, 과자, 커피 등 다양한 스넥을 무제한으로 제공 해요 :)

6. 최신 장비 제공
최신 사양의 MacBook 혹은 Windows Laptop, 데스크탑, 모니터 등 업무에 필요한 장비를 다양하게 지원해요.

""이 외에도 매년 트렌디한 인사제도와 MVLer 혜택을 업데이트하고 있습니다“"
시니스트,"마감일
상시",[포도알] 안드로이드 개발자 채용,안드로이드 개발자,"• 다양한 UI 개발 경험하신 분
• 적극적으로 동료들과 커뮤니케이션하는 분 
• 책임감이 높으신 분

[사용기술]
• Kotlin, Network Async Task, Layout Customizing, JSON parse, Webview
• 버전관리 툴(Git/SVN) 이용한 협업 가능자","• 구글플레이 서비스 출시 경험이 있으신 분
• 디바이스, OS 버전 최적화 경험이 있으신 분
• 앱 성능 최적화 경험이 있으신 분","경력
경력 3~10년","Kotlin
GitLab
JSON
Git
Android OS",https://www.jumpit.co.kr/position/6381,"• 명절에는 넉넉히 떡값을 드려요.
• 연말에는 성과금을 드려요.
• 상반기, 하반기 깜짝 선물도 기다리고 있어요.
• 간식과 커피는 안끊기게 준비되어 있어요.
• 생일자는 일찍 들어가세요.
• 퇴근 후 1시간만 공부해도 저녁식사를 제공해요.
• 눈치 보지말고 연차 사용하세요.
• 듀얼은 기본! 고사양 맥북이 지원되요."
SGA솔루션즈,"마감일
상시",Android 개발자 채용,안드로이드 개발자,"• Android FIDO 서비스 유지보수 및 신규 개발
• Android NFC/ble 기반 모바일 출입증 서비스 유지보수 및 신규 개발
• 기타 Android 관련 개발 업무","• Kotlin 가능자
• NFC 개발 경험자
• SDK 개발 경험자(aar,jar)
• google play store 직접배포 가능자","경력
경력 2~10년","android os
android sdk
kotlin",https://www.jumpit.co.kr/position/14959,"• 하루 6.5 시간 근무 (09:30~17:00)
• 자유로운 연차사용
• 휴양시설 콘도 운영"
아프리카티비,"마감일
상시",[아프리카TV] Global 스트리밍 플랫폼 모바일 앱 개발 (Android),안드로이드 개발자,"• 관련 직무 경력 4년 이상 보유하신 분
• Java, Kotlin 기반 Android 개발 경험을 보유하신 분","• React Navtive 기반의 앱 개발 경험을 보유하신 분
• 원활한 커뮤니케이션이 가능하신 분
• 다국어 서비스를 개발한 경험이 있으신 분
• 영어 커뮤니케이션이 가능하신 분","경력
경력 4~10년","Android OS
Java
Kotlin
React Native",https://www.jumpit.co.kr/position/17176,"• 더 크게 누려요
복지포인트, 명절포인트, 사내대여금, 성과급, 장기근속상, 자기계발 지원, 출퇴근 지원, 동호회

• 건강하고 즐겁게 일해요
주 35시간, 재택근무, 닉네임 소통, e-townhall meeting, 리프레쉬 휴가, 건강검진, 단체상해보험, 마음토닥 프로그램, 카페테리아, 휴양시설 지원, 전사행사, SEED 제도

• 가족을 응원해요
가족친화 경영, 경조사 지원, 부모님 생신선물, 본인생일축하

• 나누면 행복해요
1% 나눔운동, 사회공헌 콘텐츠"
